Ciudad,Altitud,Año,Mes,Día,T.Max,T.Min,T.media,Dir.Viento,Vel.Viento,Precipitación,Sol,Presión.máx,Presión.min
Huelva,19,2000,7,9,26.8,19.6,23.2,140,4.2,0.0,8.0,1015.7,1012.2
Huelva,19,2000,7,10,30.0,18.0,24.0,300,4.4,0.0,12.0,1012.3,1009.8
Huelva,19,2000,7,11,31.6,15.0,23.3,230,3.6,0.0,13.4,1011.7,1009.1
Huelva,19,2000,7,12,33.8,17.6,25.7,220,3.9,0.0,13.0,1015.1,1011.5
Huelva,19,2000,7,13,33.0,17.6,25.3,240,3.6,0.0,12.9,1016.5,1013.9
Huelva,19,2000,7,14,33.5,18.4,26.0,230,3.9,0.0,13.4,1016.7,1013.4
Huelva,19,2000,7,15,40.2,20.0,30.1,70,3.1,0.0,13.3,1013.4,1006.1
Huelva,19,2000,7,16,35.8,20.8,28.3,240,3.3,0.0,13.3,1007.1,1004.3
Huelva,19,2000,7,17,29.8,20.4,25.1,190,4.4,0.0,13.0,1013.1,1007.1
Huelva,19,2000,7,18,27.2,19.0,23.1,230,3.6,0.0,10.7,1015.9,1013.1
Huelva,19,2000,7,19,30.2,16.4,23.3,230,2.8,0.0,13.1,1015.3,1011.1
Huelva,19,2000,7,20,30.2,17.6,23.9,230,3.6,0.0,12.8,1012.1,1009.8
Huelva,19,2000,7,21,31.4,19.0,25.2,210,3.6,0.0,11.6,1012.3,1010.2
Huelva,19,2000,7,22,29.8,16.0,22.9,230,4.7,0.0,12.5,1013.4,1010.1
Huelva,19,2000,7,23,26.2,17.6,21.9,230,5.8,0.0,10.4,1015.0,1011.1
Huelva,19,2000,7,24,26.2,16.6,21.4,240,5.0,0.0,12.7,1015.4,1012.3
Huelva,19,2000,7,25,26.8,19.0,22.9,250,5.3,0.0,12.6,1013.1,1010.6
Huelva,19,2000,7,26,28.4,16.8,22.6,240,3.3,0.0,13.2,1014.1,1011.3
Huelva,19,2000,7,27,32.6,18.6,25.6,240,3.3,0.0,13.2,1015.4,1012.2
Huelva,19,2000,7,28,37.6,19.4,28.5,270,3.1,0.0,13.1,1016.6,1013.5
Huelva,19,2000,7,29,33.4,21.8,27.6,220,3.3,0.0,12.8,1015.0,1013.8
Huelva,19,2000,7,30,35.4,20.0,27.7,210,2.8,0.0,12.4,1016.3,1014.2
Huelva,19,2000,7,31,37.2,21.6,29.4,180,2.5,0.0,11.4,1016.3,1014.2
Huelva,19,2000,8,1,37.6,22.6,30.1,230,3.3,0.0,10.8,1015.9,1014.6
Huelva,19,2000,8,2,35.2,23.0,29.1,300,3.3,0.0,10.8,1017.2,1015.1
Huelva,19,2000,8,3,36.0,18.4,27.2,280,4.4,0.0,11.8,1017.6,1014.3
Huelva,19,2000,8,4,31.4,18.2,24.8,190,4.2,0.0,12.8,1017.1,1015.1
Huelva,19,2000,8,5,33.5,17.2,25.4,250,3.1,0.0,12.2,1017.4,1014.2
Huelva,19,2000,8,6,33.6,19.2,26.4,200,3.3,0.0,12.7,1015.9,1013.9
Huelva,19,2000,8,7,34.8,19.0,26.9,180,2.2,0.0,12.6,1015.5,1012.6
Huelva,19,2000,8,8,33.8,19.0,26.4,190,3.3,0.0,12.5,1015.3,1013.4
Huelva,19,2000,8,9,34.0,19.0,26.5,180,3.9,0.0,12.0,1015.4,1014.1
Huelva,19,2000,8,10,31.2,20.2,25.7,240,2.8,0.0,11.8,1015.4,1014.2
Huelva,19,2000,8,11,28.8,21.6,25.2,230,5.0,0.0,9.7,1015.8,1014.2
Huelva,19,2000,8,12,32.2,18.0,25.1,230,4.2,0.0,12.6,1016.2,1013.9
Huelva,19,2000,8,13,34.0,19.9,27.0,330,4.2,0.0,12.5,1017.6,1015.3
Huelva,19,2000,8,14,37.8,21.6,29.7,280,2.5,0.0,12.6,1018.7,1014.9
Huelva,19,2000,8,15,38.8,21.0,29.9,230,3.3,0.0,12.3,1016.3,1013.9
Huelva,19,2000,8,16,39.6,21.8,30.7,230,2.5,0.0,12.0,1013.9,1009.4
Huelva,19,2000,8,17,34.2,21.5,27.8,230,3.3,0.0,10.8,1011.9,1009.7
Huelva,19,2000,8,18,32.2,19.0,25.6,230,3.9,0.0,12.4,1012.1,1010.2
Huelva,19,2000,8,19,32.2,17.8,25.0,230,4.4,0.0,12.2,1013.5,1010.5
Huelva,19,2000,8,20,29.8,18.5,24.2,240,3.9,0.0,11.9,1015.4,1013.5
Huelva,19,2000,8,21,31.2,17.4,24.3,240,4.2,0.0,12.4,1018.2,1015.0
Huelva,19,2000,8,22,27.2,15.6,21.4,240,4.7,0.0,12.4,1017.0,1014.2
Huelva,19,2000,8,23,26.5,15.2,20.8,220,4.4,0.0,12.2,1016.9,1014.6
Huelva,19,2000,8,24,28.4,16.4,22.4,230,4.2,0.0,12.3,1016.9,1013.9
Huelva,19,2000,8,25,26.0,15.8,20.9,250,4.7,0.0,12.1,1014.3,1012.7
Huelva,19,2000,8,26,27.0,15.8,21.4,240,3.1,0.0,12.0,1015.3,1013.9
Huelva,19,2000,8,27,34.6,18.2,26.4,200,3.3,0.0,12.1,1015.7,1013.4
Huelva,19,2000,8,28,32.8,17.4,25.1,180,2.5,0.0,11.9,1016.1,1013.8
Huelva,19,2000,8,29,32.8,19.0,25.9,240,3.1,0.0,6.7,1014.2,1010.6
Huelva,19,2000,8,30,34.2,18.0,26.1,290,,0.0,12.0,1011.9,1007.4
Huelva,19,2000,8,31,32.0,16.2,24.1,240,3.6,0.0,11.8,1009.4,1007.1
Huelva,19,2000,9,1,29.2,16.6,22.9,170,3.3,0.0,9.9,1012.6,1009.0
Huelva,19,2000,9,2,28.6,19.5,24.0,180,3.6,0.0,9.3,1014.7,1012.6
Huelva,19,2000,9,3,32.8,16.6,24.7,220,2.5,0.0,9.2,1014.7,1011.7
Huelva,19,2000,9,4,33.6,19.2,26.4,220,3.1,0.0,11.1,1013.5,1011.0
Huelva,19,2000,9,5,32.2,19.0,25.6,250,3.3,0.0,9.8,1016.6,1013.0
Huelva,19,2000,9,6,32.4,19.2,25.8,180,3.1,0.0,10.9,1016.6,1013.9
Huelva,19,2000,9,7,37.6,18.8,28.2,210,2.5,0.0,11.2,1014.6,1010.2
Huelva,19,2000,9,8,35.6,18.2,26.9,220,4.4,0.0,10.9,1014.3,1010.5
Huelva,19,2000,9,9,33.2,18.0,25.6,180,2.5,0.0,10.6,1015.4,1013.9
Huelva,19,2000,9,10,33.0,18.4,25.7,230,2.8,0.0,10.5,1015.5,1013.5
Huelva,19,2000,9,11,28.0,17.0,22.5,180,3.3,0.0,11.0,1014.7,1012.2
Huelva,19,2000,9,12,30.0,18.2,24.1,220,3.1,0.0,10.6,1014.1,1011.0
Huelva,19,2000,9,13,31.0,16.5,23.8,220,3.1,0.0,9.2,1012.9,1011.4
Huelva,19,2000,9,14,32.2,16.2,24.2,200,3.3,0.0,10.9,1013.4,1011.3
Huelva,19,2000,9,15,27.0,16.8,21.9,180,2.8,0.0,4.3,1016.2,1013.4
Huelva,19,2000,9,16,28.8,16.4,22.6,190,2.5,0.0,8.9,1017.5,1014.1
Huelva,19,2000,9,17,27.2,17.4,22.3,220,5.6,0.0,10.5,1014.2,1010.9
Huelva,19,2000,9,18,25.6,19.4,22.5,190,2.8,0.0,2.8,1011.5,1008.1
Huelva,19,2000,9,19,24.6,17.8,21.2,320,5.3,0.0,2.4,1010.3,1007.4
Huelva,19,2000,9,20,25.0,15.2,20.1,250,3.6,0.0,10.9,1015.9,1010.3
Huelva,19,2000,9,21,29.5,11.6,20.6,180,2.2,0.0,10.9,1017.4,1014.6
Huelva,19,2000,9,22,31.6,13.0,22.3,210,2.2,0.0,10.0,1016.5,1013.9
Huelva,19,2000,9,23,27.4,15.2,21.3,150,3.3,0.0,10.5,1016.1,1013.8
Huelva,19,2000,9,24,28.0,16.5,22.2,250,3.1,0.0,9.9,1017.1,1014.3
Huelva,19,2000,9,25,28.2,16.2,22.2,230,3.1,0.0,8.2,1018.0,1015.7
Huelva,19,2000,9,26,30.2,17.6,23.9,220,3.6,0.0,9.0,1019.0,1016.1
Huelva,19,2000,9,27,29.0,17.6,23.3,240,3.3,0.0,9.5,1018.7,1015.1
Huelva,19,2000,9,28,23.6,16.0,19.8,290,2.5,4.6,1.7,1015.8,1010.7
Huelva,19,2000,9,29,22.8,14.4,18.6,230,2.8,0.5,5.2,1011.5,1009.1
Huelva,19,2000,9,30,24.5,13.7,19.1,300,2.2,0.0,10.1,1015.0,1011.3
Huelva,19,2000,10,1,24.0,12.8,18.4,230,3.9,0.0,4.0,1019.5,1014.9
Huelva,19,2000,10,2,29.7,16.8,23.2,310,3.3,0.0,10.4,1021.6,1018.8
Huelva,19,2000,10,3,32.2,13.2,22.7,210,2.8,0.0,10.3,1019.6,1015.8
Huelva,19,2000,10,4,31.4,11.8,21.6,350,1.9,0.0,10.3,1016.2,1013.3
Huelva,19,2000,10,5,28.4,11.8,20.1,230,2.8,0.0,9.0,1016.1,1013.8
Huelva,19,2000,10,6,25.4,12.2,18.8,190,3.3,0.0,9.5,1017.5,1015.0
Huelva,19,2000,10,7,26.4,16.0,21.2,230,2.5,0.0,8.5,1018.4,1016.5
Huelva,19,2000,10,8,28.0,14.0,21.0,160,2.2,0.0,9.4,1019.5,1016.3
Huelva,19,2000,10,9,27.0,14.8,20.9,240,4.2,0.0,9.6,1017.0,1013.0
Huelva,19,2000,10,10,26.6,15.6,21.1,310,3.1,0.0,9.5,1014.9,1011.8
Huelva,19,2000,10,11,24.2,16.0,20.1,240,7.5,7.6,4.4,1013.1,1003.9
Huelva,19,2000,10,12,21.0,12.8,16.9,320,3.3,0.3,6.4,1010.1,1003.1
Huelva,19,2000,10,13,21.4,10.0,15.7,10,2.5,0.0,10.1,1015.8,1010.1
Huelva,19,2000,10,14,23.2,9.7,16.4,250,3.1,0.5,7.6,1018.0,1015.3
Huelva,19,2000,10,15,18.2,12.4,15.3,250,3.1,3.5,0.0,1015.3,1012.9
Huelva,19,2000,10,16,23.0,15.0,19.0,300,1.7,0.0,9.5,1021.5,1014.2
Huelva,19,2000,10,17,25.6,10.2,17.9,80,1.7,0.0,9.8,1024.3,1021.5
Huelva,19,2000,10,18,25.6,10.6,18.1,240,1.4,0.0,9.4,1025.6,1022.3
Huelva,19,2000,10,19,26.0,14.6,20.3,40,2.8,0.0,9.3,1022.3,1016.2
Huelva,19,2000,10,20,19.6,14.0,16.8,170,3.1,17.2,0.0,1016.2,1011.3
Huelva,19,2000,10,21,19.7,10.0,14.8,210,1.7,0.0,9.9,1015.8,1013.1
Huelva,19,2000,10,22,24.6,9.0,16.8,20,2.5,0.0,8.4,1016.2,1014.2
Huelva,19,2000,10,23,26.6,13.8,20.2,110,2.2,0.6,8.4,1014.7,1011.1
Huelva,19,2000,10,24,23.8,13.4,18.6,250,2.8,0.0,7.8,1015.5,1012.6
Huelva,19,2000,10,25,23.6,15.8,19.7,250,2.2,0.0,8.5,1017.5,1015.5
Huelva,19,2000,10,26,23.6,13.2,18.4,230,1.9,0.0,6.4,1020.3,1017.5
Huelva,19,2000,10,27,26.4,12.6,19.5,220,1.7,0.0,8.9,1022.0,1019.2
Huelva,19,2000,10,28,25.8,12.8,19.3,300,1.9,0.0,9.2,1021.0,1018.8
Huelva,19,2000,10,29,22.6,13.2,17.9,210,1.7,0.0,9.5,1022.2,1019.5
Huelva,19,2000,10,30,22.7,9.8,16.2,300,3.1,3.6,8.2,1019.6,1015.1
Huelva,19,2000,10,31,20.0,11.6,15.8,280,2.2,0.0,9.4,1018.0,1014.1
Huelva,19,2000,11,1,20.5,7.8,14.2,230,2.5,0.0,9.3,1019.2,1016.5
Huelva,19,2000,11,2,20.8,7.0,13.9,230,5.3,6.7,2.7,1016.7,1011.0
Huelva,19,2000,11,3,19.0,10.6,14.8,290,2.5,0.0,5.4,1019.1,1012.1
Huelva,19,2000,11,4,19.0,6.0,12.5,240,2.8,0.0,8.6,1022.4,1019.1
Huelva,19,2000,11,5,19.2,10.2,14.7,230,3.6,0.0,0.5,1021.5,1013.4
Huelva,19,2000,11,6,19.4,10.8,15.1,290,7.8,0.4,5.7,1014.3,1008.3
Huelva,19,2000,11,7,17.4,9.0,13.2,290,4.2,0.0,3.9,1014.7,1011.5
Huelva,19,2000,11,8,17.0,5.0,11.0,240,2.5,0.0,5.4,1015.7,1011.7
Huelva,19,2000,11,9,18.3,6.2,12.2,60,1.4,0.0,9.3,1017.8,1015.4
Huelva,19,2000,11,10,19.2,6.2,12.7,80,2.5,0.0,4.7,1017.4,1014.7
Huelva,19,2000,11,11,22.2,10.8,16.5,50,1.4,0.0,8.4,1016.9,1014.9
Huelva,19,2000,11,12,20.4,9.2,14.8,190,4.2,22.3,7.3,1016.6,1011.0
Huelva,19,2000,11,13,18.2,10.0,14.1,220,2.5,1.5,5.0,1011.4,1008.5
Huelva,19,2000,11,14,16.0,6.0,11.0,350,1.4,2.5,5.8,1012.3,1009.9
Huelva,19,2000,11,15,18.6,9.2,13.9,10,2.8,0.0,5.8,1017.2,1009.8
Huelva,19,2000,11,16,17.6,6.0,11.8,300,3.1,0.6,2.8,1021.1,1017.2
Huelva,19,2000,11,17,17.2,7.0,12.1,210,3.1,0.0,9.1,1024.4,1018.8
Huelva,19,2000,11,18,17.0,4.0,10.5,290,1.9,0.0,7.7,1024.4,1020.0
Huelva,19,2000,11,19,18.4,7.6,13.0,230,3.3,4.6,7.7,1020.4,1017.0
Huelva,19,2000,11,20,17.2,10.2,13.7,70,2.8,0.0,1.6,1018.4,1015.4
Huelva,19,2000,11,21,17.2,10.6,13.9,240,2.2,1.0,0.0,1020.0,1017.9
Huelva,19,2000,11,22,18.2,14.2,16.2,240,4.2,8.7,0.0,1017.9,1013.8
Huelva,19,2000,11,23,19.0,10.0,14.5,220,4.4,0.0,4.7,1020.3,1011.1
Huelva,19,2000,11,24,15.6,7.2,11.4,220,1.9,3.2,1.0,1021.6,1018.3
Huelva,19,2000,11,25,20.4,14.6,17.5,220,3.3,0.6,3.5,1023.4,1019.1
Huelva,19,2000,11,26,18.4,14.8,16.6,240,2.5,0.0,0.0,1025.0,1023.1
Huelva,19,2000,11,27,20.4,14.0,17.2,70,0.6,0.0,6.3,1024.2,1019.9
Huelva,19,2000,11,28,22.0,13.2,17.6,160,4.7,4.3,2.8,1019.9,1012.6
Huelva,19,2000,11,29,19.5,11.3,15.4,230,3.6,0.0,7.8,1017.9,1011.4
Huelva,19,2000,11,30,19.6,10.2,14.9,160,2.8,5.3,0.9,1018.3,1015.8
Huelva,19,2000,12,1,21.2,15.8,18.5,190,5.3,6.0,3.6,1018.4,1013.9
Huelva,19,2000,12,2,19.6,10.6,15.1,240,1.9,0.9,5.7,1024.3,1018.4
Huelva,19,2000,12,3,16.2,7.2,11.7,110,1.4,0.0,5.7,1024.8,1021.2
Huelva,19,2000,12,4,18.8,9.0,13.9,80,1.4,0.0,6.0,1021.2,1018.0
Huelva,19,2000,12,5,17.2,10.6,13.9,220,3.9,18.3,0.0,1018.0,1014.3
Huelva,19,2000,12,6,17.6,15.0,16.3,150,2.8,6.5,0.0,1015.7,1007.9
Huelva,19,2000,12,7,19.0,12.8,15.9,160,6.7,19.1,0.0,1011.5,1003.7
Huelva,19,2000,12,8,18.2,9.4,13.8,230,2.8,0.0,7.2,1019.5,1011.5
Huelva,19,2000,12,9,18.5,8.2,13.4,310,1.1,0.2,7.9,1027.2,1019.5
Huelva,19,2000,12,10,17.6,8.6,13.1,70,1.9,0.0,7.8,1029.2,1027.2
Huelva,19,2000,12,11,19.4,8.6,14.0,90,1.1,0.0,6.5,1030.4,1028.2
Huelva,19,2000,12,12,19.0,6.6,12.8,200,0.8,0.0,7.9,1030.2,1029.1
Huelva,19,2000,12,13,19.5,6.0,12.8,320,1.4,0.0,5.8,1030.2,1026.0
Huelva,19,2000,12,14,17.4,8.0,12.7,170,2.5,0.0,0.5,1026.0,1021.6
Huelva,19,2000,12,15,16.8,6.2,11.5,70,2.2,0.0,4.9,1021.8,1019.6
Huelva,19,2000,12,16,15.2,4.2,9.7,320,1.7,0.0,8.6,1022.0,1019.5
Huelva,19,2000,12,17,15.2,2.2,8.7,320,0.8,0.0,7.2,1023.1,1020.4
Huelva,19,2000,12,18,15.4,4.0,9.7,120,2.2,0.0,6.9,1023.2,1018.0
Huelva,19,2000,12,19,18.8,7.2,13.0,150,3.9,13.1,6.0,1018.0,1008.6
Huelva,19,2000,12,20,13.8,9.0,11.4,130,3.6,13.5,0.0,1009.3,1007.5
Huelva,19,2000,12,21,13.6,6.4,10.0,150,7.8,83.1,0.0,1009.1,994.7
Huelva,19,2000,12,22,14.4,8.4,11.4,130,5.3,20.2,0.1,1003.3,989.9
Huelva,19,2000,12,23,16.7,7.5,12.1,180,4.7,22.1,0.0,1003.8,997.8
Huelva,19,2000,12,24,15.6,10.6,13.1,220,3.6,3.8,1.0,1000.7,996.6
Huelva,19,2000,12,25,17.4,7.1,12.2,250,4.4,21.7,0.0,1003.5,1000.2
Huelva,19,2000,12,26,16.2,8.8,12.5,240,2.5,4.7,2.3,1001.1,994.7
Huelva,19,2000,12,27,15.8,9.0,12.4,290,5.0,0.0,7.5,1016.1,998.7
Huelva,19,2000,12,28,16.8,8.8,12.8,230,4.7,1.7,0.3,1016.3,1011.8
Huelva,19,2000,12,29,15.8,12.8,14.3,250,4.2,0.0,0.0,1020.4,1015.8
Huelva,19,2000,12,30,17.8,9.8,13.8,280,5.0,0.0,6.4,1020.8,1014.9
Huelva,19,2000,12,31,14.4,8.2,11.3,150,0.3,0.0,0.0,1020.8,1016.2
Palma de Mallorca,8,1990,1,1,14.5,5.4,10.0,220,0.8,0.0,3.5,1019.7,1018.0
Palma de Mallorca,3,1990,1,1,15.6,9.6,12.6,230,0.3,0.0,2.2,1019.9,1018.6
Palma de Mallorca,8,1990,1,2,16.2,6.4,11.3,220,0.6,0.0,5.4,1020.2,1017.8
Palma de Mallorca,3,1990,1,2,16.4,9.6,13.0,230,0.3,0.0,5.8,1020.8,1018.4
Palma de Mallorca,8,1990,1,3,15.4,5.0,10.2,150,0.6,15.6,0.2,1017.8,1010.6
Palma de Mallorca,3,1990,1,3,15.6,9.6,12.6,160,0.8,23.5,0.0,1018.4,1011.3
Palma de Mallorca,8,1990,1,4,16.2,9.8,13.0,50,5.8,0.0,7.8,1024.1,1010.6
Palma de Mallorca,3,1990,1,4,16.4,11.0,13.7,80,2.8,0.0,7.3,1024.2,1011.3
Palma de Mallorca,8,1990,1,5,15.6,5.8,10.7,70,1.7,0.0,8.8,1028.7,1024.1
Palma de Mallorca,3,1990,1,5,16.2,7.6,11.9,50,0.8,0.0,8.1,1029.0,1024.2
Palma de Mallorca,8,1990,1,6,15.6,0.8,8.2,220,5.3,0.0,8.9,1028.7,1026.6
Palma de Mallorca,3,1990,1,6,16.8,6.4,11.6,240,1.7,0.0,7.9,1029.0,1026.5
Palma de Mallorca,8,1990,1,7,15.6,6.2,10.9,210,1.9,6.9,0.7,1028.3,1026.0
Palma de Mallorca,3,1990,1,7,15.6,11.4,13.5,230,1.7,9.3,0.5,1028.3,1026.6
Palma de Mallorca,8,1990,1,8,13.5,8.0,10.8,50,6.7,0.0,2.2,1032.5,1028.1
Palma de Mallorca,3,1990,1,8,14.0,8.8,11.4,60,3.1,0.0,2.7,1033.2,1028.3
Palma de Mallorca,8,1990,1,9,14.0,4.2,9.1,60,2.5,0.0,6.0,1032.5,1030.7
Palma de Mallorca,3,1990,1,9,14.8,7.0,10.9,30,1.4,0.0,5.2,1033.2,1031.1
Palma de Mallorca,8,1990,1,10,13.8,0.4,7.1,60,1.1,1.0,6.5,1030.9,1027.5
Palma de Mallorca,3,1990,1,10,14.6,7.6,11.1,80,1.7,0.1,7.1,1031.1,1027.7
Palma de Mallorca,8,1990,1,11,15.2,5.4,10.3,60,3.9,5.1,5.2,1027.7,1025.4
Palma de Mallorca,3,1990,1,11,15.4,10.2,12.8,60,2.5,3.1,5.8,1028.3,1025.2
Palma de Mallorca,8,1990,1,12,14.8,10.0,12.4,60,4.7,9.4,4.6,1026.9,1024.2
Palma de Mallorca,3,1990,1,12,15.0,11.4,13.2,50,2.2,10.3,2.9,1027.0,1024.3
Palma de Mallorca,8,1990,1,13,14.6,9.0,11.8,30,3.3,0.0,2.0,1026.4,1024.9
Palma de Mallorca,3,1990,1,13,15.6,11.4,13.5,60,2.2,0.0,1.4,1027.3,1025.2
Palma de Mallorca,8,1990,1,14,15.4,3.4,9.4,250,0.0,0.0,5.7,1027.8,1025.4
Palma de Mallorca,3,1990,1,14,15.0,8.2,11.6,310,0.0,0.0,7.7,1028.1,1025.2
Palma de Mallorca,8,1990,1,15,15.8,1.2,8.5,70,0.6,0.0,8.8,1032.2,1027.2
Palma de Mallorca,3,1990,1,15,15.6,6.6,11.1,100,0.8,0.0,9.5,1031.9,1027.4
Palma de Mallorca,8,1990,1,16,15.0,1.4,8.2,210,2.2,0.0,8.9,1032.2,1031.0
Palma de Mallorca,3,1990,1,16,15.4,7.0,11.2,200,1.4,0.0,8.4,1033.0,1030.7
Palma de Mallorca,8,1990,1,17,15.0,0.6,7.8,210,0.8,0.0,9.0,1031.5,1026.7
Palma de Mallorca,3,1990,1,17,15.2,7.3,11.2,200,0.8,0.1,9.0,1033.0,1026.9
Palma de Mallorca,8,1990,1,18,14.0,1.0,7.5,230,2.5,0.0,6.1,1026.7,1022.6
Palma de Mallorca,3,1990,1,18,15.4,7.2,11.3,330,1.9,0.0,5.2,1026.9,1022.4
Palma de Mallorca,8,1990,1,19,14.4,0.4,7.4,40,1.4,1.6,7.2,1031.7,1024.9
Palma de Mallorca,3,1990,1,19,14.2,6.0,10.1,20,1.9,0.3,5.6,1031.8,1025.2
Palma de Mallorca,8,1990,1,20,16.0,4.0,10.0,60,1.9,0.0,7.7,1035.5,1031.7
Palma de Mallorca,3,1990,1,20,16.4,8.0,12.2,330,0.8,0.0,7.6,1036.1,1031.8
Palma de Mallorca,8,1990,1,21,15.2,-0.4,7.4,240,0.8,0.0,8.1,1035.1,1032.1
Palma de Mallorca,3,1990,1,21,15.6,5.4,10.5,210,0.3,0.0,8.4,1035.4,1032.2
Palma de Mallorca,8,1990,1,22,14.4,-1.6,6.4,60,3.6,0.0,5.8,1032.2,1029.1
Palma de Mallorca,3,1990,1,22,15.2,5.6,10.4,40,0.3,0.0,4.9,1032.6,1029.8
Palma de Mallorca,8,1990,1,23,15.0,0.8,7.9,200,1.7,0.0,7.0,1031.1,1027.9
Palma de Mallorca,3,1990,1,23,15.4,6.6,11.0,210,0.6,0.0,7.2,1031.4,1027.3
Palma de Mallorca,8,1990,1,24,16.6,-0.8,7.9,230,1.7,0.0,7.4,1028.3,1023.7
Palma de Mallorca,3,1990,1,24,17.2,6.2,11.7,230,0.6,0.0,8.5,1028.1,1024.6
Palma de Mallorca,8,1990,1,25,17.0,2.0,9.5,230,3.3,0.0,8.7,1025.0,1018.9
Palma de Mallorca,3,1990,1,25,18.8,8.6,13.7,230,1.7,0.0,8.8,1025.2,1019.5
Palma de Mallorca,8,1990,1,26,18.5,10.0,14.2,230,4.7,0.0,9.3,1018.9,1017.0
Palma de Mallorca,3,1990,1,26,20.0,14.4,17.2,280,1.9,0.0,8.7,1019.5,1017.6
Palma de Mallorca,8,1990,1,27,17.4,7.2,12.3,230,3.9,0.0,7.5,1017.4,1010.4
Palma de Mallorca,3,1990,1,27,17.6,12.6,15.1,210,2.5,0.0,8.4,1017.8,1010.9
Palma de Mallorca,8,1990,1,28,16.6,8.4,12.5,210,4.7,5.4,0.0,1010.4,1007.1
Palma de Mallorca,3,1990,1,28,17.0,12.6,14.8,230,3.3,3.4,0.0,1010.9,1008.3
Palma de Mallorca,8,1990,1,29,15.0,0.8,7.9,230,3.9,0.0,7.8,1013.7,1007.3
Palma de Mallorca,3,1990,1,29,16.2,10.5,13.4,250,0.8,0.0,7.5,1014.4,1009.4
Palma de Mallorca,8,1990,1,30,15.8,2.0,8.9,260,5.0,0.0,9.3,1020.5,1012.3
Palma de Mallorca,3,1990,1,30,17.0,9.8,13.4,330,1.4,0.0,9.2,1020.6,1013.5
Palma de Mallorca,8,1990,1,31,16.5,4.2,10.4,210,5.8,2.5,1.8,1020.3,1008.9
Palma de Mallorca,3,1990,1,31,16.2,9.8,13.0,200,3.9,4.7,2.1,1020.6,1009.4
Palma de Mallorca,8,1990,2,1,16.2,4.2,10.2,280,3.1,2.8,4.4,1018.3,1007.7
Palma de Mallorca,3,1990,2,1,15.0,8.2,11.6,340,1.9,3.8,3.8,1018.7,1009.0
Palma de Mallorca,8,1990,2,2,17.8,2.0,9.9,240,3.1,0.0,8.6,1024.1,1017.9
Palma de Mallorca,3,1990,2,2,19.0,8.0,13.5,290,0.6,0.0,8.4,1024.6,1018.3
Palma de Mallorca,8,1990,2,3,16.6,3.0,9.8,200,1.1,0.0,7.3,1027.5,1022.4
Palma de Mallorca,3,1990,2,3,17.0,9.0,13.0,200,0.3,0.0,9.0,1027.7,1023.4
Palma de Mallorca,8,1990,2,4,17.4,6.6,12.0,60,3.1,0.0,6.1,1030.2,1027.5
Palma de Mallorca,3,1990,2,4,17.8,10.9,14.4,40,1.1,0.0,6.3,1030.2,1027.7
Palma de Mallorca,8,1990,2,5,17.0,11.4,14.2,70,2.2,0.0,0.9,1030.0,1024.3
Palma de Mallorca,3,1990,2,5,17.3,13.2,15.2,70,0.8,0.0,2.1,1030.2,1024.9
Palma de Mallorca,8,1990,2,6,19.0,6.4,12.7,180,2.5,0.0,4.8,1024.3,1021.0
Palma de Mallorca,3,1990,2,6,18.0,13.6,15.8,70,1.1,0.0,5.7,1024.9,1020.9
Palma de Mallorca,8,1990,2,7,17.5,5.4,11.4,210,2.2,0.0,6.8,1025.9,1022.7
Palma de Mallorca,3,1990,2,7,18.2,10.2,14.2,220,0.6,0.0,8.6,1027.0,1023.7
Palma de Mallorca,8,1990,2,8,17.6,4.2,10.9,200,1.1,0.0,9.1,1029.5,1025.9
Palma de Mallorca,3,1990,2,8,18.0,10.2,14.1,180,0.3,0.0,8.0,1029.4,1026.7
Palma de Mallorca,8,1990,2,9,17.6,4.0,10.8,60,1.7,0.0,4.8,1029.8,1026.9
Palma de Mallorca,3,1990,2,9,17.5,9.0,13.2,230,0.6,0.0,4.8,1030.2,1027.4
Palma de Mallorca,8,1990,2,10,16.5,5.2,10.8,200,3.3,0.0,2.3,1026.9,1018.6
Palma de Mallorca,3,1990,2,10,16.2,10.2,13.2,210,0.8,0.0,2.0,1027.4,1019.0
Palma de Mallorca,8,1990,2,11,17.2,5.5,11.4,300,3.3,0.0,9.1,1020.6,1012.3
Palma de Mallorca,3,1990,2,11,17.6,11.2,14.4,20,1.9,0.0,9.2,1020.5,1012.7
Palma de Mallorca,8,1990,2,12,18.4,12.4,15.4,240,8.9,0.0,3.0,1012.3,1007.9
Palma de Mallorca,3,1990,2,12,19.0,15.0,17.0,290,3.6,0.0,4.1,1012.7,1008.9
Palma de Mallorca,8,1990,2,13,20.2,15.0,17.6,290,6.9,0.0,5.6,1017.0,1009.4
Palma de Mallorca,3,1990,2,13,20.6,15.4,18.0,330,2.8,0.0,6.0,1017.5,1010.4
Palma de Mallorca,8,1990,2,14,21.2,12.4,16.8,290,5.0,0.0,10.2,1016.5,1014.6
Palma de Mallorca,3,1990,2,14,24.4,15.2,19.8,330,0.8,0.0,10.0,1017.2,1014.9
Palma de Mallorca,8,1990,2,15,21.2,9.0,15.1,320,5.8,0.0,10.0,1015.1,1012.3
Palma de Mallorca,3,1990,2,15,23.2,15.0,19.1,330,2.8,0.0,10.1,1015.5,1012.7
Palma de Mallorca,8,1990,2,16,23.0,8.0,15.5,300,2.2,0.0,9.4,1016.1,1013.1
